dataset,imbalance_ratio,model,balanced_accuracy,f1,f1_std,f1_rep1,f1_rep2,f1_rep3,f1_rep4,f1_rep5,precision,recall,training_time,model_size_kb
OnlineShoppers,9,GradientBoosting,0.706141975308642,0.5241682406799877,0.010208249341660511,0.5162686769696054,0.5312600421496889,0.5343573437979874,0.5308907735061892,0.5080643669764675,0.6640240271781944,0.43777777777777777,1.07395827293396,839.703125
OnlineShoppers,9,XGBoost,0.7101234567901236,0.5208516843040325,0.011393067338264493,0.5224974733295902,0.5412294447431085,0.5199825365213919,0.5084663903082867,0.5120825766177852,0.6224987613805241,0.45166666666666666,0.18729062080383302,327.68359375
OnlineShoppers,9,LightGBM,0.7091975308641975,0.5259287171072277,0.0084664962990916,0.5265116344468647,0.5372551582119831,0.5324758908039999,0.5195807691122823,0.5138201329610081,0.64932061441358,0.44611111111111107,0.2715923309326172,679.38671875
OnlineShoppers,9,CatBoost,0.7193518518518518,0.5478406243586166,0.004193234041964522,0.5461850691684764,0.5432506783237865,0.5556174334140437,0.5481832078148065,0.54596673307197,0.6781732003175517,0.4644444444444445,1.3160661220550538,202.1640625
Bank,1,DecisionTree,0.7966666666666667,0.7971502907336049,0.003880340362493481,0.803863155068781,0.7968064018494108,0.7982233500860828,0.7926352323647539,0.794223314298996,0.7955173510179294,0.7997777777777777,0.05186577796936035,25.8876953125
Bank,1,RandomForest,0.8515555555555556,0.8569835766450293,0.001379424125980816,0.8555064770703279,0.8564387303127499,0.8573770780115921,0.8561312733706974,0.8594643244597788,0.8273625647016091,0.8891111111111111,0.5845279693603516,7325.8681640625
Bank,1,ExtraTrees,0.818,0.8158173875320867,0.0042405449214405495,0.8147545773268602,0.8200446707752518,0.8170023923555378,0.8081632142447024,0.8191220829580811,0.8260143818945292,0.8061111111111111,0.4483590888977051,8207.1767578125
Bank,1,GradientBoosting,0.8578888888888889,0.861556145754796,0.003860136752681704,0.8560021251252324,0.8615871775666436,0.863238532488093,0.8593868482033622,0.867566045390649,0.8402671877729968,0.8842222222222221,1.6727975749969481,2068.5048828125
Bank,1,XGBoost,0.8539444444444445,0.8579130623265675,0.002419447517790627,0.8543962780211716,0.8584807023974959,0.85619229008631,0.8590832185823434,0.861412822545517,0.8357670989300188,0.8816666666666666,0.35715002059936524,577.6025390625
Bank,1,LightGBM,0.8505555555555556,0.8540562982310798,0.00314569050965709,0.8528733864459618,0.853914782544672,0.85346905817476,0.8502222755420592,0.859801988447946,0.835141810012586,0.8742222222222221,0.3577182674407959,1074.76953125
Bank,1,CatBoost,0.862111111111111,0.866187084954181,0.0019756534710579634,0.8639614799163763,0.8686898794779949,0.8684159505716318,0.8646252395399996,0.865242875264902,0.8418537226621625,0.8922222222222221,3.5910908699035646,1641.0048828125
Bank,4,DecisionTree,0.7146527777777778,0.555736571091046,0.008901739379100286,0.5482711555669357,0.5629962198971368,0.554674903348394,0.5444153822849489,0.5683251943578149,0.6127141879798612,0.5105555555555555,0.03952115058898926,19.634765625
Bank,4,RandomForest,0.726388888888889,0.5900246744811488,0.009244838003261766,0.5794558900903718,0.585511378093811,0.6070588235294119,0.590313271060943,0.5877840096312066,0.7173321742620307,0.5027777777777779,0.5990110492706299,5492.26171875
Bank,4,ExtraTrees,0.6596527777777779,0.47207186696590675,0.013550463981509575,0.46015664914221793,0.478062996379865,0.47182843661880536,0.4561670650377311,0.4941441876509141,0.6954012478490863,0.35888888888888887,0.44411669731140135,6858.5390625
Bank,4,GradientBoosting,0.7626736111111111,0.639643955496226,0.006058389812250288,0.6490025492284944,0.631855945705883,0.6358195112698961,0.6377610894896298,0.6437806817872265,0.7038907214437283,0.5875,1.5766549301147461,1849.3759765625
Bank,4,XGBoost,0.7681597222222222,0.645785456963409,0.006035153035579466,0.6363041561664023,0.6409662068477203,0.6504085159031666,0.6499935188253648,0.6512548870743909,0.6995652088500313,0.601111111111111,0.32322341918945313,548.4501953125
Bank,4,LightGBM,0.7581944444444444,0.6284373168956062,0.01118184481895423,0.6195583502426688,0.6257779487860984,0.6248649069290245,0.6503511460732279,0.6216342324470114,0.6800714842774256,0.5855555555555556,0.3689441394805908,1078.119140625
Bank,4,CatBoost,0.7680902777777778,0.6478773691228266,0.004925225956952069,0.642947130005995,0.6554016766677522,0.6520284715076077,0.6449443722734756,0.6440651951593022,0.7083317375988369,0.5980555555555555,3.58984432220459,1592.4736328125
Bank,9,DecisionTree,0.6371296296296296,0.37036947156860195,0.01384433769676611,0.37973311156536865,0.34552118521272096,0.365278071425207,0.3778642760456898,0.3834507135940232,0.4517787782528451,0.31777777777777777,0.03832763671875,15.728515625
Bank,9,RandomForest,0.5882716049382717,0.28742388679087283,0.016691776791061343,0.29885724283199566,0.2915178379540082,0.29287362347412743,0.2992499024927602,0.2546208272014724,0.603979664607797,0.19111111111111115,0.556900110244751,3949.9599609375
Bank,9,ExtraTrees,0.5552777777777778,0.19837851926790456,0.0053824181137040435,0.20286794235766595,0.1909861027763673,0.2058124231187403,0.19761670650058355,0.1946094215861658,0.5865982460951501,0.12055555555555555,0.4258642578125,5275.2626953125
Bank,9,GradientBoosting,0.6598456790123457,0.4336104850427967,0.027261938675667535,0.47871201298378485,0.43978330897457985,0.4277011600409514,0.4279559187883272,0.39390002442634026,0.5833464300346889,0.3477777777777778,1.5453738117218017,1714.0859375
Bank,9,XGBoost,0.6621604938271605,0.432804837866953,0.012436288098476272,0.4415152758142785,0.4352223238802906,0.4412977180460861,0.437605619000331,0.40838325259377894,0.5636962449525155,0.35555555555555557,0.32180588722229003,523.7470703125
Bank,9,LightGBM,0.657283950617284,0.4226813011316324,0.01101355965408276,0.4275895988680919,0.4120170124590857,0.40979058350941483,0.44002505349517335,0.4239842573263961,0.5479627095382751,0.3466666666666666,0.3620219135284424,1085.138671875
Bank,9,CatBoost,0.6626543209876543,0.4391989851046813,0.019142294887288126,0.4754593264771123,0.4243265091882886,0.42229972179008685,0.43744227826202675,0.4364670898058921,0.587783836122297,0.35333333333333333,3.357503309249878,1594.2158203125
